"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GATC",139.643753066282,-0.633158594581156,0.731004860440178,-0.866148269109861,0.386408857775334,0.999547658961092
"GTF2H2",27.8933421956918,-0.632937738800294,1.48776439283782,-0.425428745201386,0.67052415494381,0.999547658961092
"ZNF208",17.3336217144129,-0.632890360388578,1.61879115258871,-0.390964800725827,0.695823254167291,0.999547658961092
"XYLT1",298.196954078464,-0.632787485175226,0.62051168335685,-1.01978335323513,0.307831219838588,0.999547658961092
"SERPINA1",4565.29889409133,-0.632650045638735,0.537624255007376,-1.17675130864409,0.239294782177219,0.969555393876257
"LURAP1L",198.277978596856,-0.632590387287145,0.682592646962878,-0.92674655975535,0.354058137265392,0.999547658961092
"AL645728.1",14.2971144572136,-0.632504923113031,1.72051678795169,-0.367624964511995,0.71315289746405,0.999547658961092
"GRB7",289.699566163119,-0.632244084681256,0.61941722381565,-1.02070794994461,0.307392826865613,0.999547658961092
"CRLS1",17.2689529938695,-0.632180995261666,1.62636084007617,-0.388708938191145,0.697491469636401,0.999547658961092
"GLO1",1692.05557879384,-0.63213421934971,0.554559736594481,-1.13988480886046,0.254334294700049,0.978912290216628
"CSGALNACT2",1016.98919280259,-0.631945074359267,0.549280106960682,-1.15049692561413,0.249939259738789,0.977384872391274
"AC097639.1",81.765107280245,-0.631785425179696,1.00703818144044,-0.627369882119076,0.530416805275112,0.999547658961092
"STK38",1090.669473199,-0.631688665212288,0.548573772412101,-1.15151087598433,0.249522123487631,0.977376928528028
"ZNF426",269.839333772474,-0.631568845796529,0.623573105255446,-1.01282245894458,0.311144971140054,0.999547658961092
"EVI5",467.661497891555,-0.631551827795033,0.569644151425633,-1.10867780563439,0.267569199755455,0.988371002659317
"ZMIZ1",2471.8629693633,-0.631284851679141,0.502324831621123,-1.25672634904756,0.208852743519519,0.946873678879935
"NOD2",95.324408088697,-0.631047395279884,0.822255361975951,-0.767459142818385,0.442808576247578,0.999547658961092
"USP24",995.164735906794,-0.630791152511342,0.537724839543964,-1.17307423076514,0.240766039321616,0.970693118692527
"BCLAF3",241.339416066815,-0.630751042129968,0.665330277024822,-0.9480269633159,0.343115727798429,0.999547658961092
"ZNF354C",91.2607485573716,-0.630680619154459,0.829934041261728,-0.759916556978011,0.447304464090166,0.999547658961092
"PJA2",2454.23664046322,-0.630510564486964,0.547707880706612,-1.1511803767978,0.249658036419121,0.977384872391274
"ACIN1",2973.4807433041,-0.630498406203121,0.521306590163138,-1.20945796216735,0.226486952024608,0.961375068634577
"EML1",460.344445753507,-0.630486282339787,0.588448577729669,-1.07143819562332,0.283972446353107,0.993136328042282
"SLC24A3",250.7777732593,-0.630375713188642,0.642810763034233,-0.980655193471102,0.326762806553646,0.999547658961092
"GIMAP8",780.615132289165,-0.630108250180589,0.540113141648654,-1.16662269734306,0.243362773095522,0.973145129629892
"ZDHHC3",1633.2355550101,-0.630022400362686,0.511927592596518,-1.2306865452733,0.218440122208752,0.956107280210509
"HSP90B1",3045.31445913899,-0.629905337170055,0.49981106748587,-1.26028689268243,0.207565886613878,0.945605202420935
"ASCL5",15.5390504643976,-0.629499013201042,1.76552487179405,-0.356550634464511,0.721428239398556,0.999547658961092
"CHD3",2908.51616164633,-0.629450540857208,0.506733737522067,-1.24217215916041,0.214173049396441,0.953334095568936
"AC244205.1",199.568116606138,-0.629423676000921,0.926324045334011,-0.679485412444374,0.496830347447484,0.999547658961092
"BTBD9",682.005235735875,-0.628720398091948,0.548524717291318,-1.1462024923811,0.251711376871881,0.977384872391274
"AC004585.1",20.1519950717873,-0.628684777078792,1.48958388139854,-0.422053960793758,0.672985631347348,0.999547658961092
"UTP3",610.879408225519,-0.628552184434831,0.566779370636193,-1.10898917109368,0.267434853544969,0.988371002659317
"PSD3",445.643099845266,-0.628496474409026,0.57598082638947,-1.09117603505789,0.275195430830706,0.989089534829325
"HSPA12B",472.64540790066,-0.628198939804202,0.576257795097247,-1.09013525742969,0.275653567350898,0.989089534829325
"C12orf75",131.660807981034,-0.627928427782248,0.738654864357241,-0.850097194348886,0.395271051357537,0.999547658961092
"LRRC49",88.111172432516,-0.627898647805612,0.853147926310024,-0.735978636813144,0.46174369893756,0.999547658961092
"ZNF232",112.096053485831,-0.627607560524639,0.828653678574991,-0.75738221738654,0.448820906655635,0.999547658961092
"FCRLB",28.1616374109169,-0.627469358911563,1.2864640113838,-0.487747308404392,0.62572883789307,0.999547658961092
"MFSD4A",135.492942016913,-0.627438288654268,0.900376693233575,-0.696861983844687,0.485889170943263,0.999547658961092
"PROSER1",508.617152026444,-0.627420957971967,0.564232758229002,-1.11198959794766,0.266142622829886,0.987688807094819
"LACC1",39.4576992296065,-0.627092354231327,1.20817608652383,-0.51904052830213,0.60373247924986,0.999547658961092
"STN1",579.383472347947,-0.627059207020932,0.553848177210033,-1.13218609868808,0.257556203225002,0.978912290216628
"ZBTB26",120.684132912792,-0.62669237853504,0.760526586361536,-0.824024287610014,0.409925757845373,0.999547658961092
"EIF4G1",5670.01321219686,-0.626441540453316,0.498957016341017,-1.25550201708191,0.209296576314251,0.947734468429822
"CREB1",217.951203396363,-0.626169073257186,0.681737551313485,-0.918489926293137,0.358362430481107,0.999547658961092
"SPIN1",1196.39998815581,-0.625855589975982,0.553418098498985,-1.13089107796342,0.258100938997568,0.978912290216628
"RRP12",610.34578789588,-0.625455995267722,0.550466128047627,-1.13622975765297,0.255860419520012,0.978912290216628
"PSTPIP1",396.248809115928,-0.62521875901862,0.603740843926996,-1.03557472598992,0.300400588037348,0.999547658961092
"WNT3A",159.084395442616,-0.624650946797444,0.942156447179617,-0.663001297361348,0.507329723175559,0.999547658961092
"MAN1C1",563.195403267257,-0.624570033461089,0.568567831888504,-1.09849695749859,0.271987545480223,0.989089534829325
"COX10",238.362673175852,-0.624399505673602,0.640135288897783,-0.975418035066814,0.329352941171233,0.999547658961092
"CHP1",1843.01460595789,-0.624380254010113,0.51325809268097,-1.21650347634794,0.223793187579231,0.960764147048317
"SPOCD1",147.459360604557,-0.624336709173755,0.783366418997151,-0.796991923617325,0.425455721877768,0.999547658961092
"AP2B1",1342.08709701545,-0.623976637611425,0.572963945019601,-1.08903298896073,0.27613933841717,0.989089534829325
"SNHG8",533.912722347657,-0.623636436950547,0.592828989220762,-1.05196683746907,0.292814764827783,0.999547658961092
"ABT1",571.091540840754,-0.623607388687331,0.55704140889981,-1.11949915881297,0.262927249556777,0.985233753464049
"IRAK1BP1",104.117451929903,-0.623430186275753,0.798273716698541,-0.780972958566271,0.434818399317784,0.999547658961092
"AC011447.3",100.487575110263,-0.623375973732954,1.18265942494327,-0.52709677916181,0.59812638329467,0.999547658961092
"SZT2",658.795847842468,-0.623080710783096,0.546063811554261,-1.14104010849872,0.253853232598695,0.978844350572854
"ELL",510.748552650898,-0.623021641446203,0.577928330557106,-1.07802578365665,0.281022249846913,0.991590157380843
"GFOD2",492.61781111632,-0.622937278220988,0.566758529041304,-1.09912290032002,0.271714462406519,0.989089534829325
"SMAD9",187.184127187314,-0.622868907279575,0.683688592126636,-0.91104183169434,0.362273333132801,0.999547658961092
"RAMP2",749.579552326844,-0.622529253991167,0.540328389777274,-1.15213130712561,0.249267119963637,0.976757329272525
"LINC02038",45.15363015744,-0.622373700574804,1.10091355449918,-0.565324768717133,0.571852884598348,0.999547658961092
"ACAP2",976.650710413508,-0.622202818020784,0.559979958668227,-1.1111162254816,0.26651832466332,0.988032110086537
"DLEC1",39.1496849328823,-0.622198427974401,1.20712258598293,-0.515439305998704,0.606246071743395,0.999547658961092
"LZTFL1",339.620402418631,-0.621988673160644,0.601541034804007,-1.03399209226566,0.301139860064706,0.999547658961092
"FBXW8",300.470603565937,-0.621754839351636,0.623411971555919,-0.997341834485234,0.318598614059268,0.999547658961092
"SH2D2A",248.789272807278,-0.62136259164676,0.66016376426919,-0.941224928233704,0.346589604568904,0.999547658961092
"PKD1",1201.12345234224,-0.621176497806624,0.586074818083687,-1.05989283047122,0.289193357723788,0.998469864104134
"TBC1D25",303.638807744573,-0.620821550696046,0.617847692218709,-1.00481325497334,0.314986780093136,0.999547658961092
"NHLRC2",443.883290543402,-0.620635772689829,0.583664154000194,-1.06334399403535,0.287625981035099,0.997626167154018
"DNAL1",228.931523837571,-0.62063168603541,0.659233604346807,-0.941444249721393,0.346477246380763,0.999547658961092
"GMPR",190.449529238369,-0.620429591525041,0.674172527593504,-0.920283111712811,0.357424832071754,0.999547658961092
"AP001432.1",18.3437277512686,-0.620012501538568,1.53113485074831,-0.404936574486271,0.685524133069497,0.999547658961092
"PRR5L",374.262477392575,-0.61998854029495,0.59784487440706,-1.03703914984611,0.299717611988731,0.999547658961092
"NUP160",913.457110644321,-0.619855148297614,0.540337307629915,-1.14716333583644,0.251314121509237,0.977384872391274
"ULK2",451.491638953319,-0.619602280652469,0.621059313976898,-0.997653954635832,0.318447188244389,0.999547658961092
"ZNF826P",101.016969369495,-0.619553518028121,0.940743325786458,-0.658578701592356,0.510166343390416,0.999547658961092
"ZKSCAN7-AS1",73.4364744236744,-0.619409541852019,0.887583059025498,-0.697860933186451,0.485264168104027,0.999547658961092
"AC024257.1",28.3902234927848,-0.619321730078945,1.44393799450706,-0.428911582377449,0.667987570923844,0.999547658961092
"ARMH4",97.5060563008474,-0.618943288669788,0.808339324732301,-0.765697362150189,0.443856396992462,0.999547658961092
"CHRDL2",52.2752260717044,-0.618845188935444,1.02239430601688,-0.605290136392078,0.544986234075946,0.999547658961092
"FAM98B",419.296532522932,-0.618738563688135,0.577692039366234,-1.07105260506434,0.284145777060453,0.993136328042282
"TRAF3IP2-AS1",24.2886408353572,-0.618482046874236,1.36065335907965,-0.45454784111405,0.649434566417086,0.999547658961092
"LINC02875",27.9271005697041,-0.618296184956812,1.28562237855432,-0.480931411330972,0.630565247103317,0.999547658961092
"C4orf3",2319.40833595793,-0.618213518886055,0.503954984800598,-1.22672369066984,0.219926460351084,0.956279497628173
"ZNF514",112.958882785604,-0.61811392840195,0.788849718411457,-0.783563604036868,0.433296218937096,0.999547658961092
"BNIP3",552.751162992809,-0.618098321866224,0.561207997807301,-1.10137119264372,0.270735137807056,0.989089534829325
"PCNX4",688.997427636949,-0.618081734133915,0.545546999089225,-1.1329578114549,0.25723197052926,0.978912290216628
"TMIGD2",23.8765324677159,-0.618061632885005,1.41097788072473,-0.43803779019381,0.661358889319169,0.999547658961092
"AC027020.2",35.7025130225454,-0.617876934617637,1.17071361342323,-0.52777803856823,0.597653401604977,0.999547658961092
"LDHD",176.310595302099,-0.617512997647681,0.694952125922112,-0.888569118093309,0.374234694154094,0.999547658961092
"KBTBD2",1287.34658334408,-0.617328987642575,0.544993496561528,-1.13272725553135,0.257328808192006,0.978912290216628
"AFF4",1896.00187233533,-0.617310120480701,0.568750566566012,-1.0853793504029,0.277753674304956,0.989089534829325
"MED28",643.7121611731,-0.617168216288672,0.561668465387614,-1.09881229643675,0.271849947574124,0.989089534829325
"SYNCRIP",915.43461750223,-0.616877988315654,0.555203463998402,-1.11108454524597,0.266531959521552,0.988032110086537
"ZNF573",41.5636323968632,-0.616791452394834,1.10103770245519,-0.560191037072987,0.575349139890221,0.999547658961092
"AP001042.1",46.049772664567,-0.61671136233774,1.1095424751102,-0.555824924391912,0.578330545032583,0.999547658961092
"DLL4",1106.92767641823,-0.616685875360643,0.564842082959768,-1.09178457831827,0.274927799065908,0.989089534829325
"CC2D2A",350.238528965789,-0.616517953811428,0.595606189772633,-1.03511005157078,0.300617518901294,0.999547658961092
"GTF2IP1",204.027076101648,-0.616398542528867,0.67016267424522,-0.919774505828893,0.357690608527358,0.999547658961092
"TRAPPC11",565.837963652889,-0.616390200710711,0.555403244422975,-1.10980662590673,0.267082363481941,0.988229601315336
"SLFN5",2035.772531172,-0.616206227042812,0.525399394178792,-1.17283391239145,0.240862415843449,0.970693118692527
"AGAP12P",16.2079606216458,-0.616053524357111,1.63762295295788,-0.376187646395889,0.70677739879753,0.999547658961092
"LIMK2",1199.97032933977,-0.615917357848569,0.519611234875722,-1.18534264948271,0.235881997103298,0.967936221039809
"DHRS4-AS1",315.377297870322,-0.615885781000831,0.608448593617829,-1.01222319758976,0.31143134702484,0.999547658961092
"BRPF3",809.355553853612,-0.615521686040255,0.562555310126116,-1.0941531880701,0.273887798368797,0.989089534829325
"SCO2",118.075246563486,-0.61536559194553,0.770392970751563,-0.798768440663736,0.424424693283675,0.999547658961092
"RMC1",42.466187237125,-0.615153848271368,1.12903716130495,-0.54484818512118,0.585857935331256,0.999547658961092
"XRN2",1439.92071286696,-0.615059179590928,0.529050676573566,-1.16257138838646,0.245003444880498,0.974350110740767
"PAN3",643.374496655465,-0.615041651007438,0.549734506046567,-1.11879760910504,0.26322649192958,0.98589046188321
"MFSD6",1169.61626034621,-0.614873502805723,0.609411279698515,-1.0089631145487,0.312992324264812,0.999547658961092
"TM2D3",499.853733170179,-0.614811548024483,0.563903493087426,-1.09027795635443,0.275590722411442,0.989089534829325
"MAP3K1",469.612235987897,-0.614559084412646,0.568751531935769,-1.08054053467068,0.279901546563082,0.990171103669795
"KAT2B",702.575455420729,-0.614378261484849,0.575100552091137,-1.06829711647971,0.285386508790769,0.995067232909363
"CLEC1A",183.431982961919,-0.614214890889283,0.74009834257597,-0.829909831646778,0.406589765755611,0.999547658961092
"HKDC1",98.4813704528019,-0.613887631163121,0.844732636661634,-0.72672417818399,0.467394938972377,0.999547658961092
"NAV1",59.9100879505276,-0.613832313850431,0.964051269279493,-0.636721648952543,0.524306169480497,0.999547658961092
"MTCH1",3911.83484910233,-0.613683588989465,0.535133577925891,-1.14678580134706,0.251470158834921,0.977384872391274
"CCDC47",1287.3569196261,-0.613496976657811,0.599851906713861,-1.0227473978014,0.306427294786257,0.999547658961092
"HLA-B",10776.1084079625,-0.613328373420031,0.492255181919069,-1.24595615434449,0.212780492516219,0.950786224356683
"DNAJC14",223.157399451652,-0.613313951876959,0.671290894869061,-0.913633652064638,0.360909377546798,0.999547658961092
"ZNF236",230.482750234386,-0.613193541659366,0.643640049484755,-0.952696374550088,0.340743930792472,0.999547658961092
"UBL3",1378.91067719626,-0.613096346139966,0.580621119872253,-1.05593187219035,0.290999341442464,0.999547658961092
"ZDHHC17",545.595287807958,-0.61308720042538,0.558316042093178,-1.09810063512927,0.272160548053656,0.989089534829325
"PLOD2",106.975239721633,-0.613066291251476,0.796123544000002,-0.770064264361807,0.4412617726832,0.999547658961092
"TADA2A",20.0510239836419,-0.612657447705631,1.48268036057671,-0.413209390233867,0.679453208879194,0.999547658961092
"AQR",613.516275016073,-0.61224869690395,0.56114312508976,-1.09107404070221,0.275240304410513,0.989089534829325
"AL162231.2",63.0494568243705,-0.612125578484591,0.969951182989667,-0.63108905810893,0.527982295110623,0.999547658961092
"CRTC3",115.625101933749,-0.611805771424066,0.76946490354765,-0.795105492925421,0.426552139700318,0.999547658961092
"BEST1",60.8387737285717,-0.611631220783054,1.03246900047624,-0.592396692298683,0.553584980771661,0.999547658961092
"ZNF215",56.8867302152734,-0.611560191804468,0.983325637975679,-0.621930485879993,0.533987578059723,0.999547658961092
"CSTA",214.069137910499,-0.611527384443981,0.692580096592943,-0.882969908393715,0.377252530139395,0.999547658961092
"GOLGA7",328.705711184189,-0.61121447090938,0.60452299236632,-1.01106902239875,0.311983395561,0.999547658961092
"RBM15B",1086.54866583633,-0.611065278512015,0.523409467478831,-1.16747081678787,0.243020286995769,0.973145129629892
"NAV2",760.303292672004,-0.610386707306403,0.561703256558569,-1.08667112070189,0.277182181361883,0.989089534829325
"BACH2",93.2858646795699,-0.610384575388229,0.82241002471874,-0.74219009623208,0.457972168212503,0.999547658961092
"PRKCB",784.774448987328,-0.610355305882475,0.550397174870576,-1.10893611695227,0.267457741768059,0.988371002659317
"CICP14",110.907781492966,-0.610323297657502,0.803252646988799,-0.759814860175634,0.447365259030084,0.999547658961092
"PCDH7",257.375973818143,-0.610256337355402,0.639437205129703,-0.954364763982755,0.339899035764782,0.999547658961092
"C3orf52",158.092281810447,-0.610247083054837,0.717591549536977,-0.850410074433843,0.395097136991856,0.999547658961092
"AP5B1",890.393356433107,-0.610160058277528,0.597334387310226,-1.02147150949246,0.307031100639159,0.999547658961092
"CEP250",636.187565424091,-0.610122917940321,0.553905403955657,-1.10149298703929,0.270682155042478,0.989089534829325
"SMARCA2",1911.00798099087,-0.610067682906675,0.551994004023661,-1.10520708279383,0.269069868527399,0.989089534829325
"TUBGCP5",55.7588886154786,-0.609983908903752,0.99808374444848,-0.611155038138424,0.541096946042988,0.999547658961092
"ZNF487",89.998788901395,-0.609786435501255,0.875679094240241,-0.696358334362567,0.486204449431903,0.999547658961092
"PPP2R5A",1480.32782841788,-0.609724035603465,0.597494080803019,-1.02046874637488,0.307506204404837,0.999547658961092
"UBXN7",553.814856261438,-0.609569524413304,0.562532360917361,-1.08361681347405,0.27853473285283,0.989870319231934
"RELCH",590.045717381931,-0.609492508396871,0.554547430681182,-1.0990809346068,0.271732765115269,0.989089534829325
"BTN3A2",2350.15283547651,-0.609485844784814,0.507441714449597,-1.20109527346584,0.229714246279327,0.96349669477474
"N4BP1",895.665885300252,-0.609439760325222,0.581299797817175,-1.04840869137356,0.294450350878442,0.999547658961092
"PPP3CC",98.0288525735663,-0.609407246168938,0.80630291491354,-0.755804344616918,0.44976651150701,0.999547658961092
"ZYX",3634.93199255585,-0.608979922920511,0.505641387405118,-1.20437119683915,0.228446139573969,0.96215110455731
"BACH1",1287.51005893901,-0.608620148721282,0.590688313130621,-1.03035752560538,0.302842204117661,0.999547658961092
"DDR2",1223.59826887981,-0.608446479102862,0.522623904389573,-1.16421479000952,0.244336977977642,0.974350110740767
"AC022211.2",14.9805724313847,-0.608310851830692,1.66946108583002,-0.364375580235975,0.715577568091716,0.999547658961092
"AL109918.1",127.37538938545,-0.608307508055595,0.757547392461377,-0.802995976369372,0.421977060192986,0.999547658961092
"ABCE1",125.382848490282,-0.608209531572297,0.784600427426146,-0.775183788221359,0.438231066358732,0.999547658961092
"KDSR",903.611409182899,-0.608068861885238,0.532562420706495,-1.14177951399308,0.253545679745446,0.97843653117977
"RABGGTA",493.664629791744,-0.607990070678538,0.566384542660467,-1.07345809231064,0.283065631946034,0.993136328042282
"ELK1",468.669669100367,-0.607253208379397,0.570608053629825,-1.06422123648003,0.287228488828746,0.996899750729713
"LCAL1",1009.8044378116,-0.607001841952273,0.905951438651812,-0.670015870669161,0.502847673101062,0.999547658961092
"GNG11",1361.86351197874,-0.606660481971924,0.516823868977456,-1.17382442721195,0.240465357662656,0.970693118692527
"RPS6KB1",197.13097511018,-0.606493668907387,0.692059131752291,-0.876361052229377,0.380833784609727,0.999547658961092
"HLA-F",14.8867928576637,-0.606461486766062,1.68691314783095,-0.359509609339317,0.719213890459725,0.999547658961092
"TBX1",64.896882952118,-0.6063755466739,0.928602331194845,-0.652998087882968,0.513757511228003,0.999547658961092
"B9D1",149.839258313557,-0.606162035599399,0.733553137530384,-0.826336913560391,0.408612999253563,0.999547658961092
"FBH1",997.512105412104,-0.605921152960048,0.527984333112343,-1.14761199331103,0.251128776471401,0.977384872391274
"SENP3",136.920224750775,-0.605816060307836,0.738820111459747,-0.819977760365612,0.412228785496029,0.999547658961092
"TMEM191B",44.2957951944885,-0.605608988528032,1.0750424703039,-0.563334942810991,0.573206828297402,0.999547658961092
"LINC01836",44.5833357777426,-0.605291493847373,1.10832907789621,-0.546129760482613,0.584976743944141,0.999547658961092
"COQ10B",809.298519061711,-0.604805325552606,0.593676816869723,-1.01874506190348,0.308324013513613,0.999547658961092
"NPEPPS",429.346696388056,-0.604555969641925,0.607606417246843,-0.994979566511592,0.319746202506651,0.999547658961092
"LGALS4",49.4767521405441,-0.604356839884882,1.05978502353573,-0.570263616170557,0.568498914221617,0.999547658961092
"ERP27",84.0148264966906,-0.604299076770537,0.886444237712446,-0.681711326061511,0.495421504289634,0.999547658961092
"SSBP3",949.025012739405,-0.6041714039544,0.529541257504387,-1.14093358240249,0.253897563108409,0.978844350572854
"SUPT16H",1679.39286292205,-0.604039416671915,0.535641152844263,-1.12769419127798,0.259449091667502,0.981013954756158
"KCTD9",452.784973934015,-0.603691309217541,0.593962405377631,-1.01637966267196,0.309448626417481,0.999547658961092
"ABCA1",1209.26211486316,-0.603644842483812,0.6561926800032,-0.919920110173841,0.357614508997325,0.999547658961092
"CTDSPL",994.072733036783,-0.603541803064202,0.526876953124311,-1.1455080725875,0.25199875335874,0.977384872391274
"BEX2",260.224020454273,-0.603105805845898,0.76180039887838,-0.791684812365376,0.428544480159955,0.999547658961092
"VHL",259.283326944524,-0.603096040465754,0.635855751137482,-0.948479335740655,0.342885487758205,0.999547658961092
"LIMS2",718.158137782118,-0.603017691023511,0.544532122707084,-1.1074051757051,0.268118789202155,0.989089534829325
"SHANK3",1787.23145802144,-0.60263065611474,0.510497557489576,-1.18047706061169,0.237810528790001,0.967936221039809
"DAPK2",618.628954191726,-0.602356668016124,0.717733142365856,-0.839248785461658,0.401329716093909,0.999547658961092
"LEPROTL1",870.713779197795,-0.602229481616011,0.531871227903138,-1.13228437640866,0.257514896402291,0.978912290216628
"MED13",1259.07448038509,-0.602158952422886,0.528866493895767,-1.13858404601741,0.254876685785828,0.978912290216628
"PDE12",510.975564887412,-0.602100685594309,0.577998822640411,-1.0416988097723,0.297551341001758,0.999547658961092
"CFAP46",37.0727950614196,-0.602052027689682,1.36345714617401,-0.441562853206715,0.658805569556036,0.999547658961092
"AC099548.2",15.486668076474,-0.601827130811112,1.6913973800757,-0.355816520647664,0.72197797604434,0.999547658961092
"LINC01290",15.6220654762451,-0.601131203100098,1.64823580836966,-0.364711893800379,0.715326479325384,0.999547658961092
"ARMH1",90.5745346249474,-0.601110766051301,0.834049822613636,-0.720713259272233,0.471085952807857,0.999547658961092
"MXI1",490.650581369773,-0.600918713824545,0.587485709152432,-1.02286524499718,0.306371564089934,0.999547658961092
"RHOH",279.020009382803,-0.600778331933605,0.621159216172427,-0.967188952995966,0.333449583618516,0.999547658961092
"GASAL1",24.0687251230071,-0.600680200863374,1.43449901669717,-0.418738663374198,0.675407135940445,0.999547658961092
"TRMO",182.063673462902,-0.600630359746716,0.728895605868072,-0.824027960809834,0.409923670773036,0.999547658961092
"FGD3",648.240582326607,-0.600545704818933,0.601562098787514,-0.998310408899381,0.318128861786305,0.999547658961092
"TMEM131L",325.223141737532,-0.600153060894355,0.603157509979067,-0.995018798514477,0.319727121569636,0.999547658961092
"HSPB7",137.099189827878,-0.600015768446163,0.745024775069125,-0.805363510751024,0.420609941880246,0.999547658961092
"AC067838.1",15.047998603801,-0.599898425211227,1.70997508806689,-0.350822903443235,0.725721213498409,0.999547658961092
"C4orf47",29.9088534676139,-0.599893752184631,1.25028331947097,-0.479806250985146,0.631365167592262,0.999547658961092
"EXOC5",851.94988152029,-0.599654477666661,0.556554638470849,-1.07744044558542,0.28128354324233,0.991851926426336
"TMEM178A",72.083152790765,-0.599503933706255,0.92156390946259,-0.650528875480656,0.515350656016944,0.999547658961092
"AC020910.6",23.0523633923889,-0.599135170528884,1.48618737653577,-0.403135687994767,0.686848407851891,0.999547658961092
"SRSF3",3933.2299374371,-0.598912302211243,0.496693603250922,-1.20579829957802,0.227895271322874,0.961375068634577
"CCNK",139.018314102485,-0.598333956788111,0.763466334543756,-0.783707060437279,0.433212018708244,0.999547658961092
"PER3",480.124938556494,-0.598161632686517,0.766283189411452,-0.780601272417236,0.435037043178216,0.999547658961092
"TRAF3IP3",328.773800132756,-0.597821491411975,0.622100223456417,-0.960972957203667,0.336565765280145,0.999547658961092
"F3",1583.57786671757,-0.597039713258341,0.546008119467338,-1.09346306762029,0.274190536048894,0.989089534829325
"DYRK2",288.03680980065,-0.59671145755287,0.618136718465095,-0.965338960990011,0.334375063336913,0.999547658961092
"MCC",468.267688959619,-0.596205572893269,0.59175671115021,-1.00751805878874,0.313685883947734,0.999547658961092
"NBEAL2",1933.45278856113,-0.596187722340862,0.519005820742522,-1.14871105200307,0.250675147064539,0.977384872391274
"RANBP2",1884.48230100449,-0.596181828477439,0.533096975579869,-1.11833654248169,0.263423285448113,0.986163019887323
"ABHD11-AS1",20.392264272522,-0.596027732052378,1.49229684089612,-0.399402930917193,0.68959633470126,0.999547658961092
"POLG",1011.00428645235,-0.595825249017274,0.52970622237104,-1.12482206901455,0.260664440660859,0.98137940336876
"USP12",716.326494712574,-0.595564700240968,0.575381185971757,-1.03507850927576,0.300632248042212,0.999547658961092
"MIEF2",216.929029229474,-0.595547595060855,0.658590812724603,-0.904275588961016,0.365849287474593,0.999547658961092
"MRI1",165.442795930122,-0.59514218204811,0.695932121687664,-0.855172743865975,0.392455522944445,0.999547658961092
"FURIN",3751.8512842555,-0.595100801990874,0.499366573096535,-1.19171132801441,0.233374454729937,0.966778038104278
"BMPR2",2325.26936104113,-0.594963351731464,0.515543312529522,-1.15405114812229,0.248479199889677,0.975786034320322
"PAQR7",73.5899807615455,-0.594932112137867,0.886391399791268,-0.671184436444177,0.502103042114518,0.999547658961092
"MAST3",156.592591039053,-0.594797430898623,0.735876671477074,-0.808284124165436,0.418927039593178,0.999547658961092
"LINC00665",99.8018473271524,-0.594564294296871,0.867751221313671,-0.685178285772703,0.493231424394241,0.999547658961092
"PHRF1",61.5300969755433,-0.59454019891378,1.01606059344406,-0.585142463697478,0.558451928354934,0.999547658961092
"UBTF",172.25887174945,-0.594195035318118,0.712185844881804,-0.834325814797305,0.404097408740911,0.999547658961092
"AC104117.3",15.5867856611366,-0.593978519292218,1.69431149183054,-0.350572207150931,0.725909310251227,0.999547658961092
"IGKV1D-12",64.5436832068006,-0.593766806605681,1.11795956629394,-0.531116530961874,0.595338029466918,0.999547658961092
"BOLA3-AS1",40.1600373281813,-0.593633793078262,1.10817967497348,-0.535683704082073,0.592177167947806,0.999547658961092
"NBPF9",369.800972890465,-0.593286293377544,0.594709309402116,-0.99760720741701,0.318469864764272,0.999547658961092
"CNTRL",641.091958551899,-0.593256972688679,0.583349819224188,-1.01698321168191,0.309161415938764,0.999547658961092
"DIP2C",589.239981593184,-0.593202039541137,0.553301223516623,-1.07211409324367,0.283668789523536,0.993136328042282
"DNTTIP2",957.313131645365,-0.592796532829982,0.570016691735026,-1.03996346322003,0.298356875753569,0.999547658961092
"AP005212.4",17.1903533534917,-0.592439020565693,1.61986276625821,-0.365734081248248,0.714563512263561,0.999547658961092
"MTERF2",62.6978479008027,-0.592303057585198,0.938549188091113,-0.631083660931896,0.52798582388178,0.999547658961092
"PAG1",795.23370978843,-0.592218242946329,0.558827272423905,-1.05975186282085,0.289257501519963,0.998469864104134
"ZNF397",360.102772759882,-0.592159140336649,0.594363841182333,-0.996290654489853,0.319108943230705,0.999547658961092
"TOP2B",2501.61904966078,-0.59195469382123,0.507761858820701,-1.16581165666139,0.243690603239481,0.97396623858192
"RFC1",811.848974683249,-0.591733470233126,0.577115188688089,-1.02532991997363,0.305207542759937,0.999547658961092
"TNFRSF1B",2250.09404787447,-0.591182340018872,0.542075129493465,-1.0905911521366,0.275452824534822,0.989089534829325
"MBNL2",1704.86919237188,-0.590872051069971,0.511484339467222,-1.15521044434213,0.248004258730401,0.975289579289698
"APLN",622.290715511436,-0.590830214317708,0.549741316357649,-1.07474224100946,0.282490146257196,0.992976339895809
"AP005436.2",22.1935148821832,-0.590775848775074,1.48204630377468,-0.398621721379692,0.690171954065036,0.999547658961092
"METRNL",23.2106368830865,-0.590504458633955,1.41434490647305,-0.417510930983939,0.676304730599265,0.999547658961092
"TRAF3IP1",358.760469558909,-0.590003477547192,0.592162084875816,-0.996354701890316,0.319077834060137,0.999547658961092
"ALS2",511.854201450269,-0.589956982346696,0.575564445746668,-1.02500595147318,0.30536037949944,0.999547658961092
