"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IGKV1-5",1103.02542185799,-0.129143835421032,0.89883105843312,-0.143679765189869,0.885753350427399,0.999547658961092
"SYP",82.0772664078012,-0.128721851901227,0.894655883275722,-0.143878617809923,0.885596320506622,0.999547658961092
"ZC3H18",994.056681678818,-0.128628915539115,0.527121858644639,-0.244021213367724,0.807214390564496,0.999547658961092
"TBL1X",538.817551375968,-0.128570788823004,0.593264774054091,-0.21671738226494,0.828428600832931,0.999547658961092
"PTMA",19196.9985010959,-0.128484834670331,0.495230941918806,-0.25944427901154,0.795292469230559,0.999547658961092
"SP140L",494.759027284077,-0.128304353397298,0.564703372322447,-0.227206635706145,0.820263068073888,0.999547658961092
"LINC02604",79.6873504854077,-0.128279375361916,0.908115790781548,-0.141258831378227,0.887665471233897,0.999547658961092
"LRP6",56.7188314261547,-0.12819663464462,1.01206619329727,-0.126668231281356,0.899202991021106,0.999547658961092
"AL590226.1",25.8681433391548,-0.128025958325521,1.4002920619953,-0.0914280397641431,0.927152482538884,0.999547658961092
"TMA16",229.945956339842,-0.127878999840421,0.650988301166362,-0.196438245681685,0.844267163633253,0.999547658961092
"TCERG1",820.047562563271,-0.127827233274527,0.538540046313609,-0.237358826236831,0.8123784289725,0.999547658961092
"SUCLG2",1090.60876608645,-0.12781193016498,0.55550368270847,-0.230082957401484,0.818027307687358,0.999547658961092
"AP1M1",1092.25996485177,-0.127705418642064,0.527439939123695,-0.242123148380151,0.808684741940005,0.999547658961092
"SF3B2",2793.72725427171,-0.127674824594376,0.507755896812317,-0.251449220769106,0.80146681709463,0.999547658961092
"WDR55",436.676137665281,-0.127609749182431,0.594052393781622,-0.214812280058485,0.829913678290404,0.999547658961092
"MOB4",409.094777401044,-0.127484190840508,0.601459462854551,-0.211958076501886,0.83213974127183,0.999547658961092
"PDIA3",7066.20962578752,-0.127396428995715,0.514370400953183,-0.247674494410324,0.804386267620769,0.999547658961092
"LENG8",16.2310823242058,-0.127313074141535,1.64698559622877,-0.0773006603294249,0.938384365613877,0.999547658961092
"PDHA1",819.602486971556,-0.127224297819558,0.544561195674321,-0.233627182454708,0.815274423111243,0.999547658961092
"ZC3H4",761.417105987487,-0.127210861533391,0.567053259138878,-0.224336708207218,0.822495314993546,0.999547658961092
"ORC4",445.019388883397,-0.127170352994735,0.575588734099622,-0.220939614451738,0.825139451642191,0.999547658961092
"TMED4",1771.54074640582,-0.126889246096621,0.52695405738152,-0.240797550221256,0.809712028405694,0.999547658961092
"RAP2C",571.649557693078,-0.126778513823438,0.556738714300377,-0.227716360596107,0.81986675264997,0.999547658961092
"COMMD2",501.257892335606,-0.126669821410444,0.564195154197647,-0.224514195962181,0.822357222062106,0.999547658961092
"ZRSR2",382.078866858154,-0.126644523155423,0.585905791143031,-0.216151683546862,0.828869514159348,0.999547658961092
"MICAL2",1706.52025869764,-0.126515231221543,0.509677820560336,-0.248225891176612,0.803959634850488,0.999547658961092
"SLC12A2",802.056706211815,-0.126460610709106,0.535795169094552,-0.236024171182458,0.813413914076821,0.999547658961092
"MRFAP1",5885.64247976436,-0.126460025621133,0.497644571616175,-0.254117160788945,0.799405046046722,0.999547658961092
"P4HA1",996.550420868047,-0.126361350011524,0.528400777452772,-0.239139220461912,0.81099763035687,0.999547658961092
"KLF13",282.590751251518,-0.126321605215922,0.716949907077082,-0.176193070072245,0.860142264903258,0.999547658961092
"RCHY1",371.423412623584,-0.126313428652754,0.593469120390724,-0.212839091896799,0.83145247133422,0.999547658961092
"TMEM185B",909.144873247039,-0.126275577658113,0.564879376000417,-0.223544322952977,0.823111891030138,0.999547658961092
"CCNI",4602.18729817286,-0.126196174160421,0.494555176229219,-0.255171071350654,0.798590973357683,0.999547658961092
"VPS18",635.491464702751,-0.126190957630174,0.549013804377938,-0.22985024533792,0.818208139653645,0.999547658961092
"FGD4",580.467842947626,-0.126102941639772,0.60301200402195,-0.209121776678896,0.834353175193083,0.999547658961092
"MAIP1",209.235020694519,-0.12607398055982,0.660157621092417,-0.190975573910962,0.84854473013083,0.999547658961092
"KLHL6",693.996096570406,-0.125897813180296,0.564878852826678,-0.22287577690384,0.823632189457072,0.999547658961092
"TNFSF13B",668.52939773946,-0.125782662965515,0.545270730088469,-0.230679286498851,0.817563966543709,0.999547658961092
"ZNF674",88.2339828923926,-0.125751837257546,0.834400604112846,-0.150709187694378,0.880205125291365,0.999547658961092
"RPL3",29092.2180686499,-0.12559482656331,0.487687483448102,-0.257531371679492,0.796768600672867,0.999547658961092
"NRBP1",2069.97727226857,-0.125572081649043,0.506845863819524,-0.247752010251694,0.804326287688765,0.999547658961092
"VASP",2700.06870103014,-0.125493036816579,0.504170778406704,-0.248909778573772,0.80343057110586,0.999547658961092
"ALG2",621.493753955064,-0.125482871147945,0.555124950724517,-0.226044372504195,0.821166909068379,0.999547658961092
"ING5",527.336438759779,-0.125327730170531,0.559955149826586,-0.22381744361016,0.822899356229879,0.999547658961092
"TOB2",1886.79690797264,-0.125309060408176,0.570512859783173,-0.219642832338259,0.826149330486638,0.999547658961092
"ZNF317",493.892105576277,-0.125266413958814,0.576176144408926,-0.217409927804836,0.827888894960422,0.999547658961092
"YPEL5",2368.90203988609,-0.125107226451481,0.535297112726973,-0.233715488981708,0.81520586227141,0.999547658961092
"CERS6",365.115874050782,-0.124814307789646,0.605307820568759,-0.206199727722612,0.836634900523112,0.999547658961092
"MFN2",2490.85464816701,-0.124715198447078,0.539892883398149,-0.230999893279026,0.817314884938754,0.999547658961092
"SIRPB2",163.704298098991,-0.124370219831949,0.727804447034672,-0.170884116384115,0.864314886243043,0.999547658961092
"TKT",5115.66426172182,-0.124360994421049,0.506344991415567,-0.245605262280521,0.8059878152847,0.999547658961092
"RWDD2A",107.136643485654,-0.124143387281428,0.787626563832016,-0.157617064967231,0.874758555765204,0.999547658961092
"AC010896.1",21.1939447719627,-0.124095712216437,1.44634807023224,-0.0857993416456877,0.931625929840842,0.999547658961092
"SMAD2",1380.4165769327,-0.124090987971775,0.519335446422342,-0.238941880102017,0.811150650322417,0.999547658961092
"DNAJC16",348.689728159136,-0.124055037575013,0.596323657873964,-0.208033063818562,0.835203150879938,0.999547658961092
"RAB7A",4707.67573951488,-0.123996585269744,0.506383724436613,-0.244866845607446,0.806559533664919,0.999547658961092
"TADA3",463.452259933221,-0.123982099231677,0.570256148191683,-0.217414752343894,0.827885135446088,0.999547658961092
"MYO1D",1837.79464377358,-0.123885721259754,0.508109002408332,-0.243817213772165,0.80737238793107,0.999547658961092
"IPO5",1943.1375997129,-0.123621541212004,0.506845016128104,-0.243904028407688,0.807305149171184,0.999547658961092
"SMPD1",984.001354537589,-0.123568222892519,0.530866642088543,-0.232766975913905,0.81594235800441,0.999547658961092
"RARS2",579.411884471138,-0.123523874122337,0.553760677189341,-0.223063643213694,0.823485973967105,0.999547658961092
"SMIM10",189.151600217556,-0.123481002066035,0.672518822576532,-0.183609733914894,0.854319626391539,0.999547658961092
"DGKA",603.85618847754,-0.123336770698516,0.571651053730547,-0.215755345666961,0.829178457457957,0.999547658961092
"SWSAP1",48.2832751860975,-0.123335567238311,1.03758631596364,-0.11886776583379,0.905380119797448,0.999547658961092
"NIN",1222.126188315,-0.123217373187372,0.540264148619063,-0.228068757666635,0.819592787827142,0.999547658961092
"GLG1",3292.78310842054,-0.12306950693747,0.498884230095284,-0.246689511340065,0.805148524485417,0.999547658961092
"CLEC4O",17.1872520490413,-0.122826875042835,1.62548833352381,-0.07556306157951,0.93976672499937,0.999547658961092
"CYP46A1",56.462334834409,-0.12221898240061,0.997100403138104,-0.122574398742552,0.902444128384083,0.999547658961092
"RBM25",1653.52100516308,-0.122200444073733,0.511994932993105,-0.238675104379165,0.811357522729573,0.999547658961092
"ZNF696",191.016797712269,-0.122159417000461,0.671176139008812,-0.182007985535459,0.855576459026361,0.999547658961092
"APMAP",1961.27534912422,-0.121986851093732,0.517780755893726,-0.235595567632045,0.813746513176428,0.999547658961092
"RPLP0",15526.9763179446,-0.121974486455118,0.496783796635513,-0.245528310869224,0.80604739000478,0.999547658961092
"TULP3",352.081507853234,-0.12187399162283,0.595952443465001,-0.204502880992025,0.837960540862428,0.999547658961092
"KIF20B",144.948311951802,-0.121819905483416,0.721065698761916,-0.168944252503735,0.865840490988592,0.999547658961092
"RINL",138.694247853787,-0.121756878109205,0.751688586867655,-0.161977819320865,0.871323320811417,0.999547658961092
"TTC28",219.960784619385,-0.121671709775057,0.666434318097642,-0.182571194896404,0.855134487565004,0.999547658961092
"CHCHD2P9",21.1375295198633,-0.121396902492876,1.44520125984916,-0.083999997692741,0.933056433604269,0.999547658961092
"ESF1",310.087285108111,-0.121269865859975,0.620907872686122,-0.195310562475793,0.845149828643773,0.999547658961092
"SNRNP200",3403.42914049562,-0.121209200921856,0.51162590846804,-0.236909818122371,0.812726753033389,0.999547658961092
"SELPLG",1326.54725120295,-0.120743863052187,0.571728351455321,-0.211190966382613,0.83273825956966,0.999547658961092
"BIN2",800.219429086229,-0.12018376670664,0.577162960501013,-0.208231946489277,0.835047865570278,0.999547658961092
"AFG3L1P",272.646078807774,-0.120119579417929,0.626686800772163,-0.191674021648335,0.847997556381019,0.999547658961092
"CXXC1",997.433340105583,-0.119869281876052,0.545493685994389,-0.219744581749907,0.826070081943739,0.999547658961092
"RNF20",740.94825667356,-0.119826713257525,0.552201356119272,-0.216998223437254,0.82820972944724,0.999547658961092
"DCLK2",196.414831610732,-0.119801470519256,0.673237517138351,-0.17794829828926,0.858763579558943,0.999547658961092
"IP6K1",991.361099209871,-0.119757005185368,0.54396741640334,-0.220154740107763,0.825750643996116,0.999547658961092
"MARVELD1",1057.66081883132,-0.119686336386332,0.52929490813802,-0.22612410311554,0.821104898476947,0.999547658961092
"SH3BP2",1238.26991567884,-0.119341827540244,0.519371087339107,-0.229781423050843,0.818261620769712,0.999547658961092
"TREH",29.5855957200324,-0.119267142001143,1.26802169524296,-0.0940576509444428,0.925063360837453,0.999547658961092
"STRN",685.85266474099,-0.119164909695763,0.562777306323574,-0.211744340713071,0.8323064934586,0.999547658961092
"XXYLT1",314.927328707675,-0.119155777346757,0.622770525491741,-0.191331754585962,0.848265684059964,0.999547658961092
"CEP57L1",131.176336558536,-0.119152589243264,0.740274713957821,-0.160957259510087,0.872127063606807,0.999547658961092
"OTUD7B",622.168497302549,-0.119115915435281,0.591687866145717,-0.201315460820935,0.840451914055068,0.999547658961092
"DLD",924.0844930465,-0.11909467198827,0.53967259773392,-0.220679486948842,0.825342004751914,0.999547658961092
"RBM28",355.689876570675,-0.118789955989852,0.608041191039293,-0.19536498141978,0.845107229142204,0.999547658961092
"GPATCH2L",621.912006862828,-0.118713474501881,0.550496583432288,-0.215647976889729,0.829262155406586,0.999547658961092
"APPL2",559.11118412472,-0.118609359792313,0.557657389730476,-0.212692169020909,0.831567075234211,0.999547658961092
"STAM2",678.80991287239,-0.1186045694223,0.555384759799965,-0.213553878332957,0.830894969349262,0.999547658961092
"NAA35",340.36461201447,-0.118551998108748,0.633185407719697,-0.187231096395117,0.851479444531596,0.999547658961092
"SUMO2",1863.71784790873,-0.118322140460462,0.50806501219531,-0.232887795105593,0.81584853599264,0.999547658961092
"MCU",582.485232759239,-0.118165281158856,0.560356483208951,-0.210875192310024,0.832984662509022,0.999547658961092
"FBXO42",568.283181963639,-0.118157368229056,0.558050162781344,-0.211732521750653,0.832315714585855,0.999547658961092
"DPY19L1P1",347.090766785506,-0.118034230218833,0.612724427168725,-0.192638362345443,0.847242198794702,0.999547658961092
"ZNF408",216.55744422956,-0.117938335412805,0.65661154470555,-0.17961660339934,0.857453569049509,0.999547658961092
"AL136441.1",23.8415087630999,-0.117781585794188,1.48376687256748,-0.07938011555035,0.936730284218721,0.999547658961092
"GTF2H1",658.116971167751,-0.117710941304796,0.553693004369429,-0.21259243005761,0.831644876420517,0.999547658961092
"GPR89A",153.377725915996,-0.117561709392033,0.71056964727479,-0.165447130823715,0.868592059743577,0.999547658961092
"SAMD4A",714.338421154672,-0.117455732333766,0.573825915288853,-0.204688790109177,0.837815279175271,0.999547658961092
"PLS1",89.0077980142081,-0.117386123507472,0.914973317745993,-0.128294586553244,0.897915849009336,0.999547658961092
"ZNF253",52.2405347105535,-0.117259958059427,1.03412348471097,-0.113390673157568,0.909720833764432,0.999547658961092
"PPFIA4",94.6272319061649,-0.117077641441252,0.826368720194018,-0.141677242349837,0.887334951564143,0.999547658961092
"IGHV3-21",696.548996643441,-0.116968551577317,0.990370915065135,-0.118105802379732,0.905983825999096,0.999547658961092
"GABPB1",332.724709105602,-0.116869776847739,0.600898326378376,-0.194491766272865,0.845790842199809,0.999547658961092
"SDK1",947.00811792247,-0.116511093863589,0.724225695559161,-0.16087677443374,0.872190455328748,0.999547658961092
"MIR3142HG",19.4025159849874,-0.116500441043404,1.52367868648492,-0.076459979441051,0.939053152511818,0.999547658961092
"KIAA1143",528.580331359225,-0.116402457312198,0.572591747846506,-0.203290490563272,0.838907987778478,0.999547658961092
"GPD2",859.064663375459,-0.116297749641352,0.559390457942347,-0.207900846341105,0.835306388326632,0.999547658961092
"VPS35",1674.60204747964,-0.116200975037779,0.510200359622124,-0.227755572582979,0.819836266901849,0.999547658961092
"MTX3",246.094110206486,-0.116184898994924,0.676925739581616,-0.17163610748017,0.863723619004759,0.999547658961092
"AGL",405.886194633988,-0.116110089315735,0.6004933475936,-0.193357827827787,0.846678740654757,0.999547658961092
"SLC39A9",957.884410255931,-0.116104279843914,0.528448771018276,-0.21970772989062,0.826098784176848,0.999547658961092
"AC073389.2",71.0442735815934,-0.116075754021933,0.901986927765988,-0.128688953740633,0.897603776364576,0.999547658961092
"PLEKHA2",531.053447026628,-0.11606758957989,0.55961548412231,-0.207405965118939,0.83569282439696,0.999547658961092
"SCO1",377.598213380715,-0.116058790497746,0.611099149892478,-0.189918101699481,0.849373307516,0.999547658961092
"ULK1",938.187154661646,-0.115759345094077,0.52977962152449,-0.218504714773606,0.827035885210919,0.999547658961092
"KCTD5",755.007842557621,-0.115753896435102,0.567619654664864,-0.203928626297209,0.83840927456164,0.999547658961092
"PILRA",435.572527182257,-0.115637413322424,0.690560787702875,-0.167454357938695,0.867012557465055,0.999547658961092
"ST6GALNAC4",682.340885740674,-0.115594704454622,0.545630407839269,-0.211855319633641,0.832219909086259,0.999547658961092
"DUSP7",643.993642788003,-0.115396338146769,0.564179335036202,-0.204538399371477,0.837932787844326,0.999547658961092
"SATB1-AS1",40.0190315280232,-0.115096341350184,1.20858910018891,-0.0952319868946315,0.924130563568702,0.999547658961092
"CD53",2493.77643913423,-0.114917913781626,0.533731746162499,-0.215310246407262,0.829525441489125,0.999547658961092
"PYGO1",144.929393919492,-0.114705022116987,0.72218477114974,-0.158830574527864,0.873802359583811,0.999547658961092
"FGD2",521.73919042007,-0.114678698555188,0.572047286480892,-0.200470662592713,0.841112500123435,0.999547658961092
"WDR33",1265.1598124634,-0.114665977245483,0.519154827191493,-0.220870482637711,0.825193281277482,0.999547658961092
"ARFGAP2",1598.43901865873,-0.114634794718812,0.511748738516818,-0.224006013285062,0.822752624202294,0.999547658961092
"CCDC28B",127.968755370085,-0.11463344178087,0.784085421483617,-0.146200195335816,0.883763351362016,0.999547658961092
"NTNG2",152.791978295001,-0.114569461856762,0.74193413095091,-0.154419991044113,0.877278592134696,0.999547658961092
"POLD3",377.481687100108,-0.11444506943119,0.612525154632502,-0.186841419598276,0.851784970576956,0.999547658961092
"AK3",1046.23655502945,-0.114238762976906,0.56947964793032,-0.200602011664662,0.841009784966971,0.999547658961092
"FANCC",311.107972491128,-0.114201263775653,0.639365721109159,-0.178616494449435,0.858238842075341,0.999547658961092
"DLGAP4",561.690831730427,-0.114183165123658,0.555761385679803,-0.20545357785876,0.837217763885793,0.999547658961092
"CLINT1",1889.67624004697,-0.114160793326983,0.532427295977835,-0.214415741246549,0.830222867363542,0.999547658961092
"PPA2",980.904761003341,-0.114145044590106,0.526928929178522,-0.216623226149411,0.828501983652676,0.999547658961092
"TMEM169",38.368407338845,-0.11413958734197,1.24245099818676,-0.0918664699924151,0.926804131844664,0.999547658961092
"TSC2",1785.69110420261,-0.114115684414857,0.513341137829416,-0.222299901576907,0.82408042871696,0.999547658961092
"RRBP1",7101.53594272758,-0.114093184603769,0.491491394969688,-0.232136687989838,0.816431850162657,0.999547658961092
"SLC25A19",215.267508986365,-0.11397068797909,0.653023270920981,-0.17452775889342,0.861450717085055,0.999547658961092
"TUBBP5",33.4458324629103,-0.113964736059139,1.23185912586417,-0.0925144228478168,0.926289332588663,0.999547658961092
"INPPL1",2833.05717755869,-0.113837080290477,0.500649588361968,-0.227378755394429,0.820129238419092,0.999547658961092
"KCNA2",33.0906966582292,-0.113601296740059,1.1979476830359,-0.0948299315143425,0.924449912086957,0.999547658961092
"MNS1",27.2090472348966,-0.113365975811059,1.32669144797807,-0.0854501444053422,0.931903529434578,0.999547658961092
"ITGAX",1493.68192774317,-0.113349176053257,0.618308108543431,-0.183321509918861,0.854545757909669,0.999547658961092
"CDC16",1225.31971362066,-0.113286724246698,0.522257875492222,-0.216917215733561,0.828272860803675,0.999547658961092
"ABCF3",787.364612009905,-0.113121919049227,0.542249029600671,-0.208616176099999,0.834747881712655,0.999547658961092
"TMEM59",4971.4103834948,-0.113086506663419,0.496572910717265,-0.227733942433696,0.819853083442283,0.999547658961092
"TTPAL",254.981329548599,-0.113016170922948,0.643250442488899,-0.175695442175927,0.860533216222224,0.999547658961092
"TMEM266",59.1160974369541,-0.112983767478875,0.960199865125457,-0.117666927045561,0.906331573080464,0.999547658961092
"AC022107.1",21.206183444627,-0.112905470047312,1.45033416036837,-0.0778479009407289,0.937949042593732,0.999547658961092
"TEFM",93.992529924163,-0.112830791582529,0.820508478243028,-0.137513254980785,0.890625116314561,0.999547658961092
"ARHGEF18",1397.91690319154,-0.112643884496806,0.546974991084758,-0.205939734599953,0.836837986913508,0.999547658961092
"RCL1",261.007414752163,-0.11255995743639,0.698261571288202,-0.161200275175866,0.87193566439331,0.999547658961092
"INTS3",97.8338025346014,-0.112553036687107,0.8229285837663,-0.136771329745268,0.891211546190896,0.999547658961092
"BCORL1",262.211308508449,-0.112490981032986,0.638605813383403,-0.176150887880266,0.860175403163226,0.999547658961092
"FAM124B",73.5730948976967,-0.112473552064773,0.886449035555634,-0.126881013519603,0.899034574192331,0.999547658961092
"RPS10P3",36.3858413492321,-0.112384430094436,1.16596954380113,-0.0963871060714469,0.92321313230636,0.999547658961092
"LINC00653",15.4549984699113,-0.112294502959537,1.65100420609565,-0.0680158793932422,0.945772993629102,0.999547658961092
"CHRD",256.936300106519,-0.112194313847168,0.746291000891065,-0.150335879319473,0.880499627041435,0.999547658961092
"NFE2L1",4169.72669512599,-0.112177164950693,0.531891780721063,-0.210902234282731,0.832963560635558,0.999547658961092
"MAPRE2",1497.45562934602,-0.111948321261875,0.513262707397151,-0.218111153700578,0.827342507212759,0.999547658961092
"IGLV1-44",475.526850749498,-0.111826849074698,0.628682969781453,-0.177874786577362,0.858821312454677,0.999547658961092
"RPL21",7224.15367767595,-0.111679728803685,0.492269152182028,-0.226867209348086,0.820527000410938,0.999547658961092
"UCHL5",600.2096449354,-0.111548700515966,0.564259958370348,-0.197690264675404,0.843287407059687,0.999547658961092
"AC090337.2",37.0798432450241,-0.11135126061974,1.31462223227091,-0.084702097596044,0.932498228322256,0.999547658961092
"PTPRA",1594.18502866767,-0.111342206885375,0.513284637208865,-0.216920980707372,0.828269926639585,0.999547658961092
"FBXO9",1054.94831265911,-0.111166875016364,0.526404399762221,-0.211181508107793,0.832745639755609,0.999547658961092
"PAK4",1092.10609810047,-0.111019649347064,0.53606680443408,-0.20710039948149,0.835931450119724,0.999547658961092
"SFR1",111.522910703869,-0.111005881263451,0.815868884223339,-0.136058481221676,0.891775049418826,0.999547658961092
"ERCC8",156.383526269455,-0.110991223083327,0.705056956123813,-0.157421641073543,0.874912558981241,0.999547658961092
"SRC",1169.22707411191,-0.110926784624843,0.520356819038067,-0.213174461381909,0.831190887305849,0.999547658961092
"ARMCX3",1612.44972053192,-0.110875295712336,0.513799651832039,-0.215794805070404,0.829147697874951,0.999547658961092
"STX6",325.440929082057,-0.110542053371003,0.628167049742993,-0.175975567989805,0.860313136815851,0.999547658961092
"AC002451.1",19.171080448225,-0.110535129532078,1.52128285047475,-0.0726591570381424,0.942077350563038,0.999547658961092
"C11orf58",2449.33991070968,-0.110522284057946,0.502431027742454,-0.219975037279346,0.825890595911459,0.999547658961092
"ZNF563",46.4166435090069,-0.110516226529089,1.04820358688137,-0.10543393278962,0.916031491634719,0.999547658961092
"WDR36",452.751158895723,-0.110383636912889,0.591947722307546,-0.186475313195883,0.852072036526056,0.999547658961092
"LRRC37B",179.163992759946,-0.110376084934039,0.68098534733216,-0.162082907314306,0.871240566198364,0.999547658961092
"MIF4GD",455.740704119473,-0.110341368617441,0.572509489873418,-0.192732820274887,0.847168218459102,0.999547658961092
"KTN1",3383.00548497648,-0.110271415546739,0.501493374805434,-0.219886086410456,0.825959872574954,0.999547658961092
"OTOF",48.1893273101756,-0.110129857107294,1.06253363297441,-0.103648349275309,0.917448417089378,0.999547658961092
"CPNE5",252.430983087695,-0.110122528921967,0.772217829982305,-0.142605524822562,0.88660173390486,0.999547658961092
"GATAD2A",1517.72211765326,-0.110115780302681,0.514262630657563,-0.214123628158401,0.830450650474968,0.999547658961092
"SLC25A15",145.391504722732,-0.110081656354672,0.722548227335552,-0.15235198453203,0.87890932569136,0.999547658961092
"GTF2IRD1",382.356497876637,-0.10993268688961,0.585682155172044,-0.187700249903154,0.851111634357677,0.999547658961092
"RAB38",58.4345162655692,-0.109918276426964,0.981716775210016,-0.111965364352106,0.910850869087581,0.999547658961092
"SMIM12",622.87407601921,-0.109908955288757,0.549119650073357,-0.200154839248739,0.841359485483403,0.999547658961092
"MYO15B",1702.69877187378,-0.109822839670369,0.511209358512498,-0.214829478063406,0.829900269264884,0.999547658961092
"CCNT2",741.477786051231,-0.109767204137213,0.540676811273563,-0.203018146605283,0.839120848619714,0.999547658961092
"SCP2",2607.77179250656,-0.109749054869367,0.504417720905567,-0.217575732018965,0.827759694553609,0.999547658961092
"NIPAL2",495.538393460481,-0.10968797113712,0.580909087761685,-0.188821234592423,0.850232928412642,0.999547658961092
"MIR155HG",69.5032327574704,-0.109675655114319,0.904347599624693,-0.1212759951592,0.903472432749341,0.999547658961092
"AC006978.2",420.827257885653,-0.109659901103501,0.592813207835533,-0.184982216411622,0.85324298409902,0.999547658961092
"DR1",1008.02716997045,-0.109612122791996,0.526267471081854,-0.208282154636435,0.835008664640897,0.999547658961092
"RBM22",818.145158770201,-0.109565676689648,0.539314570164948,-0.20315727174984,0.839012108568096,0.999547658961092
"ETNK1",1121.12265394657,-0.109520187343432,0.523459642262322,-0.209223746209164,0.834273575831646,0.999547658961092
"MTPAP",212.836322800718,-0.109372233688019,0.656530820146814,-0.166591164240486,0.867691746458189,0.999547658961092
"C8orf82",265.477520376694,-0.109296019143425,0.626703474671604,-0.174398297696844,0.86155245206218,0.999547658961092
"CHPF",1980.70277546288,-0.109229803243578,0.509301737047768,-0.214469724522721,0.830180773999588,0.999547658961092
"GALNT2",1240.93725801363,-0.109176735195725,0.526782158645066,-0.207252150445903,0.835812941176595,0.999547658961092
"USP20",648.962964172081,-0.109141390333092,0.555721880344346,-0.196395704746166,0.844300457914045,0.999547658961092
"MARK4",814.562606198018,-0.109131583655217,0.535031866865539,-0.203972119071261,0.838375286627596,0.999547658961092
"TRIM37",493.059476075589,-0.10913141037572,0.576915953657093,-0.18916344691793,0.849964715539106,0.999547658961092
"EPHB1",72.2835638401171,-0.108917613264269,0.910426938657313,-0.119633557224152,0.904773435799258,0.999547658961092
"AP003068.2",19.1583321246556,-0.108806180519656,1.51504517894348,-0.0718171194046713,0.942747448684924,0.999547658961092
"MKS1",183.97577323143,-0.108454330203643,0.677830533336557,-0.160002131609189,0.872879395070583,0.999547658961092
"COX7A1",238.189624925232,-0.108336973265317,0.67437857380141,-0.160647116432883,0.872371343263261,0.999547658961092
"DBR1",288.000094416984,-0.108322062202429,0.629316190767418,-0.172126609471681,0.863337993626293,0.999547658961092
"MAP4K5",1292.30787214647,-0.108214613682122,0.533834855534575,-0.20271177979519,0.839360315388989,0.999547658961092
"COL9A2",400.623913062891,-0.107970282679343,0.745411626537332,-0.144846523498565,0.884832049087527,0.999547658961092
"BRAF",364.2208321327,-0.107969285321213,0.610919441253935,-0.176732442987249,0.859718556165622,0.999547658961092
"AC107884.1",15.8110264327916,-0.107964743781136,1.67298634744613,-0.0645341451506448,0.948544919866456,0.999547658961092
"SLAIN1",324.963628617255,-0.10795076629683,0.607806043288308,-0.177607260554374,0.859031422107877,0.999547658961092
"AC105036.3",47.8708294672447,-0.107845149978565,1.04247403072573,-0.103451162139251,0.917604908414336,0.999547658961092
"UNKL",320.692065914878,-0.107816677261747,0.638575733409887,-0.168839295984556,0.865923048288166,0.999547658961092
"MAP1LC3A",639.839452340694,-0.107777922196443,0.643891882484595,-0.167385123385248,0.867067029858316,0.999547658961092
"TMED2",3071.58334909024,-0.107624881613417,0.506049926207677,-0.212676410052966,0.831579367877051,0.999547658961092
"TTLL9",28.4458754873596,-0.107609507368236,1.36061776005143,-0.0790887128830131,0.936962061205363,0.999547658961092
"APOBEC3G",464.873648990092,-0.107520824291844,0.580807266112039,-0.1851230701909,0.853132506946831,0.999547658961092
"XPO6",1813.53506895969,-0.107269046416687,0.531073433669543,-0.201985336896808,0.839928187387404,0.999547658961092
"FTO",794.496709719324,-0.107147906019544,0.537397308162107,-0.199383034474045,0.841963130584927,0.999547658961092
"DDX20",281.458718107509,-0.107132083265411,0.617936326992453,-0.173370748062073,0.86236001657391,0.999547658961092
"RPL10P16",753.45074561338,-0.107093929030035,0.543687734206537,-0.196976908420288,0.843845608168193,0.999547658961092
"RWDD4",246.977520050365,-0.106897782231336,0.634564482085918,-0.168458502246999,0.866222587481992,0.999547658961092
"POFUT1",880.945473394545,-0.106770170309251,0.532977893079732,-0.200327577739286,0.841224395755216,0.999547658961092
"RIOK3",1181.31865144178,-0.106471392077018,0.526624645567407,-0.202177002108022,0.839778351530924,0.999547658961092
"TRMT10C",258.341856800651,-0.106436951096483,0.630684899060908,-0.1687640710202,0.865982220071277,0.999547658961092
"GRASLND",19.3366202589065,-0.106389282875374,1.50367093648203,-0.0707530353178739,0.943594310483046,0.999547658961092
"NES",2588.77316120589,-0.106270888402532,0.52918640469364,-0.200819385116394,0.840839804572574,0.999547658961092
"GLCCI1",483.031761867723,-0.105973034915678,0.570223996650231,-0.185844572550812,0.852566649519405,0.999547658961092
"GTF2IRD2B",268.545734621475,-0.105754149541672,0.624576512093947,-0.169321368149311,0.865543869291292,0.999547658961092
"USP10",1096.53173888173,-0.105640299408166,0.525697179776737,-0.200952760395312,0.840735512240597,0.999547658961092
"GOLIM4",1347.76516086585,-0.105601270907757,0.516287953695503,-0.204539482573398,0.837931941465339,0.999547658961092
"AL683813.1",60.8032471378601,-0.105587290756981,0.949536256594117,-0.111198798385763,0.911458704473891,0.999547658961092
"IFI27",660.017050085916,-0.105385897060555,0.692544000460992,-0.152172132009525,0.879051173395286,0.999547658961092
"AARD",24.271966189362,-0.105233174003326,1.53983785233072,-0.0683404254831405,0.945514644451257,0.999547658961092
"GPATCH3",225.16610929427,-0.105229002564644,0.646048617373316,-0.162880934553316,0.870612182373933,0.999547658961092
"NAP1L3",78.4103785176854,-0.105218536151866,0.86765511978914,-0.121267694677393,0.903479007053752,0.999547658961092
"DENND1A",384.331974302989,-0.105118744369066,0.594413148345905,-0.176844581351512,0.859630470037732,0.999547658961092
